time,avg_user,base_id,community_id,upward_throughput,downward_throughput,avg_activate_users,avg_user_label,upward_throughput_label,downward_throughput_label,avg_activate_users_label
2021-08-28 00:00,10.7672,1200072,26019021,593265024,7625353504,1.5414,0.0,0.0,0.0,0.0
2021-08-28 00:00,37.3544,1200072,26019022,18725423304,34468033264,4.9714,0.0,1.0,0.0,0.0
2021-08-28 00:00,7.9197,1200072,26019020,282280088,3219085392,0.499,0.0,0.0,0.0,0.0
2021-08-28 00:00,38.7139,1200072,26019025,2497386760,39987460392,3.0493,0.0,0.0,0.0,0.0
2021-08-28 00:00,31.142,1200074,26019017,2252663016,31891170416,3.9547,0.0,0.0,0.0,0.0
2021-08-28 00:00,7.2862,1200074,26019018,1278827272,5857650888,1.0902,0.0,0.0,0.0,0.0
2021-08-28 00:00,14.394,1200074,26019019,820578592,7405721664,1.752,0.0,0.0,0.0,0.0
2021-08-28 00:00,0.3154,1200074,26019043,11959072,200997312,0.0396,0.0,0.0,0.0,0.0
2021-08-28 00:00,0.5499,1200074,26019044,1842480,4599112,0.0123,0.0,0.0,0.0,0.0
2021-08-28 00:00,28.1651,1200074,26019040,3204059784,21693902128,4.471,0.0,0.0,0.0,0.0
2021-08-28 00:00,0.6063,1200074,26019041,1825776,5443992,0.012,0.0,0.0,0.0,0.0
2021-08-28 00:00,0.943,1200074,26019042,1882616,1237120,0.0194,0.0,0.0,0.0,0.0
2021-08-28 00:00,5.1978,1200073,26019001,547818928,4687464208,1.0654,0.0,0.0,0.0,0.0
2021-08-28 00:00,26.7433,1200073,26019002,2145258040,22955488264,3.6973,0.0,0.0,0.0,0.0
2021-08-28 00:00,6.1967,1200073,26019003,567721320,6233076072,0.8086,0.0,0.0,0.0,0.0
2021-08-28 00:00,31.2322,1200073,26019037,1621084464,33765875248,3.2011,0.0,0.0,0.0,0.0
2021-08-28 00:00,5.0525,1200073,26019038,385000720,7230322536,0.9671,0.0,0.0,0.0,0.0
2021-08-28 00:00,8.0064,1200073,26019039,1252604480,3008468520,1.6246,0.0,1.0,0.0,1.0
2021-08-28 00:00,10.25,1200073,26019046,772761464,13106573968,1.1846,0.0,0.0,0.0,0.0
2021-08-28 00:00,12.9483,1200073,26019047,1077529456,20511130064,2.6062,0.0,0.0,0.0,1.0
2021-08-28 00:00,0.4856,1200073,26019048,49307224,1087102072,0.0319,0.0,0.0,0.0,0.0
2021-08-28 00:00,9.9475,1200073,26019054,623562448,7161210208,1.1908,0.0,0.0,0.0,0.0
2021-08-28 00:00,1.4361,1200073,26019055,131848696,1871256472,0.4486,0.0,0.0,0.0,0.0
2021-08-28 00:00,4.9917,1200073,26019056,274278824,2039597120,0.3554,0.0,0.0,0.0,0.0
2021-08-28 00:00,0.1117,1200073,26019051,11583032,175716096,0.0126,0.0,0.0,0.0,0.0
2021-08-28 00:00,2.5725,1200073,26019052,148604208,2947000120,0.3733,0.0,0.0,0.0,0.0
2021-08-28 00:00,0.1522,1200073,26019053,3645000,25387448,0.0015,0.0,0.0,0.0,0.0
2021-08-28 00:00,21.2786,1200073,26019036,1066373432,18637487424,1.6902,0.0,0.0,0.0,0.0
2021-08-28 00:00,0.0256,1200073,26019045,587728,13819232,0.0009,0.0,0.0,0.0,0.0
2021-08-28 00:00,0.2317,1200075,26019049,13463064,92361296,0.0164,0.0,0.0,0.0,0.0
2021-08-28 00:00,1.4382,1200075,26019050,39077088,112121192,0.1475,0.0,0.0,0.0,0.0
2021-08-28 00:00,0.2256,1200075,26019029,14545240,74209592,0.0296,0.0,0.0,0.0,0.0
2021-08-28 00:00,9.6046,1200075,26019026,609294000,7651796088,0.953,0.0,0.0,0.0,0.0
2021-08-28 00:00,4.0925,1200075,26019033,249806008,682731024,0.2729,0.0,0.0,0.0,0.0
2021-08-28 00:00,0.7474,1200075,26019034,18762440,83474968,0.0171,0.0,0.0,0.0,0.0
2021-08-28 00:00,1.3898,1200075,26019035,12811272,146987960,0.0155,0.0,0.0,0.0,0.0
2021-08-28 00:00,8.6038,1200075,26019027,987614296,5834598976,1.037,0.0,0.0,0.0,0.0
2021-08-28 00:00,16.4157,1200075,26019028,1316914600,19651516880,2.1555,0.0,0.0,0.0,0.0
2021-08-28 01:00,15.4547,1200071,26019014,560654104,5750952944,1.8005,1.0,0.0,1.0,0.0
2021-08-28 01:00,19.6728,1200071,26019015,826245008,12201435552,2.0828,0.0,0.0,0.0,0.0
2021-08-28 01:00,12.0133,1200071,26019016,790671544,4982141960,1.8219,0.0,0.0,0.0,0.0
2021-08-28 01:00,0.0386,1200071,26019023,116912,103776,0.0004,0.0,0.0,0.0,0.0
2021-08-28 01:00,0.2231,1200071,26019024,1696256,5262080,0.0051,0.0,1.0,1.0,0.0
2021-08-28 01:00,4.4619,1200071,26019010,533479424,5774657352,0.5413,0.0,0.0,0.0,0.0
2021-08-28 01:00,16.28,1200071,26019011,719120792,14605231440,1.3933,0.0,0.0,0.0,0.0
2021-08-28 01:00,6.5942,1200071,26019012,120871800,1195016584,0.2574,0.0,1.0,1.0,1.0
2021-08-28 01:00,18.5425,1200071,26019013,1334183232,22446224768,1.9859,0.0,0.0,0.0,0.0
2021-08-28 01:00,1.0472,1200071,26019057,142016472,4098517952,0.2838,0.0,0.0,0.0,0.0
2021-08-28 01:00,2.5858,1200071,26019058,54862160,235782872,0.094,0.0,0.0,1.0,0.0
2021-08-28 01:00,0.0,1200071,26019009,0,0,0.0,0.0,0.0,0.0,0.0
2021-08-28 01:00,11.6167,1200072,26019007,488596136,8601058488,1.1808,0.0,0.0,0.0,0.0
2021-08-28 01:00,8.7611,1200072,26019008,772930776,11249232520,1.9864,0.0,0.0,0.0,0.0
2021-08-28 01:00,4.8469,1200072,26019030,46781296,236216728,0.3782,0.0,1.0,1.0,0.0
2021-08-28 01:00,19.7553,1200072,26019031,953008128,8817411120,1.599,0.0,0.0,0.0,0.0
2021-08-28 01:00,5.1364,1200072,26019032,104286032,3732520008,0.3425,0.0,0.0,0.0,0.0
2021-08-28 01:00,8.2381,1200072,26019004,317798480,2971732184,0.7956,0.0,0.0,0.0,0.0
2021-08-28 01:00,13.5003,1200072,26019005,729973792,14113104528,0.9531,0.0,0.0,0.0,0.0
2021-08-28 01:00,1.7117,1200072,26019006,117677592,3006822608,0.2619,1.0,0.0,0.0,0.0
2021-08-28 01:00,14.3831,1200072,26019021,829869496,9687750568,2.0929,0.0,0.0,0.0,0.0
2021-08-28 01:00,30.2581,1200072,26019022,30140771720,38157338552,3.468,0.0,1.0,0.0,0.0
2021-08-28 01:00,0.3733,1200072,26019020,22624904,552831440,0.0273,0.0,0.0,0.0,0.0
2021-08-28 01:00,33.5244,1200072,26019025,2153484920,39508465208,2.2216,0.0,0.0,0.0,0.0
2021-08-28 01:00,27.0919,1200074,26019017,1075766552,15624929424,1.9016,0.0,0.0,0.0,0.0
2021-08-28 01:00,4.6829,1200074,26019018,207078880,2067989744,0.6801,1.0,0.0,0.0,0.0
2021-08-28 01:00,8.7248,1200074,26019019,433415496,2063934000,0.7389,0.0,0.0,0.0,0.0
2021-08-28 01:00,0.7523,1200074,26019043,7577576,11725056,0.0143,0.0,0.0,0.0,0.0
2021-08-28 01:00,0.0067,1200074,26019044,1465600,16459560,0.0058,1.0,0.0,0.0,0.0
2021-08-28 01:00,19.6818,1200074,26019040,1249301368,19161613352,1.8351,0.0,0.0,0.0,0.0
2021-08-28 01:00,0.5718,1200074,26019041,1584360,5024320,0.0177,0.0,0.0,0.0,0.0
2021-08-28 01:00,0.8875,1200074,26019042,1871632,1226224,0.0155,1.0,0.0,1.0,1.0
2021-08-28 01:00,3.6233,1200073,26019001,272140568,870042280,0.8271,0.0,0.0,1.0,0.0
2021-08-28 01:00,24.3642,1200073,26019002,1578827272,18121730400,2.9488,0.0,0.0,0.0,0.0
2021-08-28 01:00,4.5269,1200073,26019003,104937392,1403614488,0.209,0.0,0.0,0.0,0.0
2021-08-28 01:00,33.0447,1200073,26019037,1631373400,41359404160,3.3222,0.0,0.0,0.0,0.0
2021-08-28 01:00,6.6189,1200073,26019038,458675784,11240780032,1.171,0.0,0.0,1.0,0.0
2021-08-28 01:00,7.0133,1200073,26019039,413881104,1220911736,0.7224,0.0,0.0,0.0,0.0
2021-08-28 01:00,5.945,1200073,26019046,193906080,4734181840,0.3791,1.0,1.0,0.0,1.0
2021-08-28 01:00,6.9244,1200073,26019047,631780024,9317025752,1.0199,0.0,0.0,0.0,0.0
2021-08-28 01:00,0.2111,1200073,26019048,9380808,441614432,0.0222,0.0,0.0,0.0,0.0
2021-08-28 01:00,9.9794,1200073,26019054,689115072,5478281976,1.1536,0.0,0.0,0.0,0.0
2021-08-28 01:00,1.1781,1200073,26019055,84248096,1963145008,0.325,0.0,0.0,0.0,0.0
2021-08-28 01:00,5.1544,1200073,26019056,309618856,2244851232,0.4372,0.0,0.0,0.0,0.0
2021-08-28 01:00,0.0,1200073,26019051,0,0,0.0,0.0,0.0,0.0,0.0
2021-08-28 01:00,0.8389,1200073,26019052,49064336,822899640,0.1439,0.0,0.0,0.0,0.0
2021-08-28 01:00,0.0,1200073,26019053,0,0,0.0,0.0,0.0,0.0,0.0
2021-08-28 01:00,0.1592,1200073,26019036,4484936,85767088,0.0127,0.0,0.0,0.0,0.0
2021-08-28 01:00,0.0,1200073,26019045,0,0,0.0,0.0,0.0,0.0,0.0
2021-08-28 01:00,0.1847,1200075,26019049,17013528,402998312,0.0196,0.0,0.0,0.0,0.0
2021-08-28 01:00,1.4553,1200075,26019050,49032008,350226504,0.1448,0.0,0.0,0.0,0.0
2021-08-28 01:00,0.1878,1200075,26019029,1540304,5007712,0.0051,1.0,1.0,1.0,1.0
2021-08-28 01:00,5.1667,1200075,26019026,590769520,6444445064,0.8522,0.0,0.0,0.0,0.0
2021-08-28 01:00,3.6644,1200075,26019033,332646352,820506704,0.3457,0.0,0.0,0.0,0.0
2021-08-28 01:00,0.7353,1200075,26019034,21405280,169783328,0.0168,0.0,0.0,0.0,0.0
2021-08-28 01:00,1.3406,1200075,26019035,93319768,453493136,0.0666,0.0,0.0,0.0,0.0
2021-08-28 01:00,6.2364,1200075,26019027,545241528,2338854672,0.5413,0.0,0.0,0.0,0.0
2021-08-28 01:00,10.9914,1200075,26019028,719006952,5638543392,0.924,0.0,0.0,0.0,0.0
2021-08-28 02:00,18.0739,1200071,26019014,831701264,18032061872,1.6058,0.0,0.0,0.0,0.0
2021-08-28 02:00,25.2039,1200071,26019015,1086677016,30199103288,2.6339,0.0,0.0,0.0,0.0
2021-08-28 02:00,12.47,1200071,26019016,893834184,11069320448,1.9702,0.0,0.0,0.0,0.0
2021-08-28 02:00,0.0592,1200071,26019023,225080,329976,0.0007,0.0,0.0,0.0,0.0
2021-08-28 02:00,0.4592,1200071,26019024,7416288,17649504,0.0149,0.0,0.0,0.0,0.0
2021-08-28 02:00,4.4547,1200071,26019010,388944560,3935448648,0.3532,0.0,0.0,0.0,0.0
2021-08-28 02:00,14.6561,1200071,26019011,721643408,23575690416,1.105,0.0,0.0,0.0,0.0
2021-08-28 02:00,6.6386,1200071,26019012,106741400,1028739032,0.2012,0.0,1.0,1.0,1.0
2021-08-28 02:00,2.4083,1200071,26019013,111153320,1781045648,0.2199,0.0,0.0,0.0,0.0
2021-08-28 02:00,0.8319,1200071,26019057,64353520,2220270712,0.1476,0.0,0.0,0.0,0.0
2021-08-28 02:00,1.5694,1200071,26019058,35417064,49852208,0.0573,0.0,0.0,1.0,1.0
2021-08-28 02:00,0.0,1200071,26019009,0,0,0.0,0.0,0.0,0.0,0.0
2021-08-28 02:00,11.7686,1200072,26019007,823442336,10620638560,1.0169,0.0,0.0,0.0,0.0
2021-08-28 02:00,7.5647,1200072,26019008,631864512,9870531040,0.9847,0.0,0.0,0.0,0.0
2021-08-28 02:00,3.0406,1200072,26019030,38653816,261812936,0.2366,1.0,1.0,1.0,0.0
2021-08-28 02:00,17.3111,1200072,26019031,539680168,7720822616,0.9073,0.0,0.0,0.0,0.0
2021-08-28 02:00,5.5853,1200072,26019032,90446240,2925728664,0.3145,0.0,0.0,0.0,0.0
2021-08-28 02:00,9.22,1200072,26019004,172347776,4158198328,0.4414,0.0,0.0,0.0,0.0
2021-08-28 02:00,9.3439,1200072,26019005,444476544,5256346336,0.5167,1.0,0.0,0.0,0.0
2021-08-28 02:00,2.3192,1200072,26019006,52082136,490217128,0.1601,1.0,1.0,1.0,1.0
2021-08-28 02:00,12.0653,1200072,26019021,1181427416,9256985696,1.5272,0.0,0.0,0.0,0.0
2021-08-28 02:00,27.6975,1200072,26019022,14502363584,23883667128,2.7934,0.0,1.0,0.0,0.0
2021-08-28 02:00,0.0,1200072,26019020,0,0,0.0,1.0,1.0,1.0,1.0
2021-08-28 02:00,29.72,1200072,26019025,2194130264,30790326552,1.5944,1.0,0.0,0.0,0.0
2021-08-28 02:00,25.5418,1200074,26019017,846723632,11885141848,2.229,0.0,0.0,0.0,0.0
2021-08-28 02:00,6.9236,1200074,26019018,371306480,4263275200,0.9149,0.0,0.0,0.0,0.0
2021-08-28 02:00,8.322,1200074,26019019,429723592,5759698088,0.6276,0.0,0.0,0.0,0.0
2021-08-28 02:00,0.6321,1200074,26019043,1999560,1757408,0.0087,0.0,1.0,1.0,1.0
2021-08-28 02:00,0.1676,1200074,26019044,276032,253280,0.0028,0.0,0.0,0.0,0.0
2021-08-28 02:00,21.2881,1200074,26019040,684241264,16025917144,1.3185,0.0,0.0,0.0,0.0
2021-08-28 02:00,0.5804,1200074,26019041,1413672,1149872,0.0077,0.0,0.0,1.0,1.0
2021-08-28 02:00,0.9403,1200074,26019042,1896296,1251656,0.0177,0.0,0.0,0.0,0.0
2021-08-28 02:00,2.5051,1200073,26019001,72591312,169605648,0.1883,1.0,1.0,1.0,0.0
2021-08-28 02:00,23.3573,1200073,26019002,1069888408,33995461024,2.5359,0.0,0.0,0.0,0.0
2021-08-28 02:00,4.087,1200073,26019003,81440984,1815369352,0.2691,0.0,0.0,0.0,0.0
2021-08-28 02:00,27.7819,1200073,26019037,1273233664,24166845216,2.325,0.0,0.0,0.0,0.0
2021-08-28 02:00,6.2087,1200073,26019038,242352040,6285842800,0.6018,0.0,0.0,0.0,0.0
2021-08-28 02:00,5.601,1200073,26019039,666928368,987537800,0.8291,0.0,0.0,0.0,0.0
2021-08-28 02:00,6.4362,1200073,26019046,330083456,6177880696,0.9309,1.0,0.0,0.0,0.0
2021-08-28 02:00,2.2526,1200073,26019047,19485992,69551560,0.0429,1.0,1.0,1.0,1.0
2021-08-28 02:00,0.0422,1200073,26019048,131792,130264,0.0003,1.0,1.0,1.0,1.0
2021-08-28 02:00,7.9286,1200073,26019054,484599968,5504026208,0.8288,0.0,0.0,0.0,0.0
2021-08-28 02:00,1.1509,1200073,26019055,156928672,2922948984,0.4577,0.0,0.0,0.0,0.0
2021-08-28 02:00,4.8719,1200073,26019056,236304416,3511061712,0.4282,0.0,0.0,0.0,0.0
2021-08-28 02:00,0.0,1200073,26019051,0,0,0.0,0.0,0.0,0.0,0.0
2021-08-28 02:00,0.0,1200073,26019052,0,0,0.0,0.0,0.0,0.0,0.0
2021-08-28 02:00,0.0511,1200073,26019053,514400,698440,0.0005,0.0,0.0,0.0,0.0
2021-08-28 02:00,0.0,1200073,26019036,0,0,0.0,0.0,0.0,0.0,0.0
2021-08-28 02:00,0.0,1200073,26019045,0,0,0.0,0.0,0.0,0.0,0.0
2021-08-28 02:00,0.4826,1200075,26019049,53863688,273130664,0.0848,0.0,0.0,0.0,0.0
2021-08-28 02:00,1.3449,1200075,26019050,33790592,92548880,0.1339,0.0,0.0,0.0,0.0
2021-08-28 02:00,0.045,1200075,26019029,384896,705928,0.0019,1.0,1.0,1.0,1.0
2021-08-28 02:00,3.8126,1200075,26019026,229802496,1323262504,0.2798,1.0,0.0,1.0,0.0
2021-08-28 02:00,3.3649,1200075,26019033,67915080,1335592736,0.0677,1.0,0.0,0.0,0.0
2021-08-28 02:00,0.6393,1200075,26019034,3443944,113905792,0.0043,0.0,1.0,0.0,1.0
2021-08-28 02:00,1.1927,1200075,26019035,5655320,31598080,0.0079,0.0,1.0,1.0,1.0
2021-08-28 02:00,4.5362,1200075,26019027,181212784,1896565360,0.2762,0.0,1.0,0.0,1.0
2021-08-28 02:00,8.5218,1200075,26019028,424573984,5281145560,0.5518,0.0,0.0,0.0,0.0
2021-08-28 03:00,15.8362,1200071,26019014,670431824,15062819408,1.1145,0.0,0.0,0.0,0.0
2021-08-28 03:00,21.8198,1200071,26019015,1198146016,12426404272,1.4516,0.0,0.0,0.0,0.0
2021-08-28 03:00,11.6929,1200071,26019016,698042352,5971255112,1.1388,0.0,0.0,0.0,0.0
2021-08-28 03:00,0.053,1200071,26019023,124904,105256,0.0008,0.0,0.0,0.0,0.0
2021-08-28 03:00,0.4643,1200071,26019024,6716944,15647480,0.0135,0.0,0.0,0.0,0.0
2021-08-28 03:00,3.6584,1200071,26019010,71251456,727157616,0.1306,0.0,1.0,1.0,1.0
2021-08-28 03:00,13.6384,1200071,26019011,588858440,8917992504,1.0571,0.0,0.0,0.0,0.0
2021-08-28 03:00,6.4907,1200071,26019012,90096728,954931520,0.226,0.0,1.0,1.0,1.0
2021-08-28 03:00,0.336,1200071,26019013,17755560,428799480,0.0284,1.0,0.0,1.0,0.0
2021-08-28 03:00,0.7045,1200071,26019057,54544456,691784480,0.096,0.0,0.0,0.0,0.0
2021-08-28 03:00,0.877,1200071,26019058,25330192,162813328,0.0504,1.0,1.0,1.0,1.0
2021-08-28 03:00,0.0,1200071,26019009,0,0,0.0,0.0,0.0,0.0,0.0
2021-08-28 03:00,9.6217,1200072,26019007,344244576,12486047176,0.5591,0.0,1.0,0.0,0.0
2021-08-28 03:00,6.7342,1200072,26019008,324954960,4383997400,0.8264,1.0,0.0,0.0,0.0
2021-08-28 03:00,3.0069,1200072,26019030,27092600,168777696,0.1901,1.0,1.0,1.0,0.0
2021-08-28 03:00,12.4903,1200072,26019031,171689616,2463655832,0.455,1.0,1.0,1.0,1.0
2021-08-28 03:00,5.7961,1200072,26019032,95485600,2696174288,0.3243,0.0,0.0,0.0,0.0
2021-08-28 03:00,9.0275,1200072,26019004,346628992,5899994128,0.6713,0.0,0.0,0.0,0.0
2021-08-28 03:00,9.3711,1200072,26019005,457785240,6317153944,0.5453,1.0,0.0,0.0,0.0
2021-08-28 03:00,2.7239,1200072,26019006,91109160,1069228032,0.1909,1.0,0.0,1.0,0.0
2021-08-28 03:00,10.5125,1200072,26019021,304691392,7622546248,0.7023,0.0,0.0,0.0,0.0
2021-08-28 03:00,23.1828,1200072,26019022,4943640192,17498232824,2.0054,0.0,0.0,0.0,0.0
2021-08-28 03:00,0.0,1200072,26019020,0,0,0.0,1.0,1.0,1.0,1.0
2021-08-28 03:00,30.4339,1200072,26019025,1288259384,29302951136,1.4365,0.0,0.0,0.0,0.0
2021-08-28 03:00,24.0183,1200074,26019017,660328768,11979963752,1.6012,0.0,0.0,0.0,0.0
2021-08-28 03:00,7.5142,1200074,26019018,506034088,6581532600,0.541,0.0,0.0,0.0,0.0
2021-08-28 03:00,6.9333,1200074,26019019,395113520,7059407088,0.5272,0.0,0.0,0.0,0.0
2021-08-28 03:00,0.6425,1200074,26019043,2438776,35436128,0.0128,0.0,0.0,0.0,0.0
2021-08-28 03:00,0.1056,1200074,26019044,179496,157560,0.0019,0.0,0.0,1.0,0.0
2021-08-28 03:00,19.1722,1200074,26019040,279901824,1417459048,0.6927,0.0,1.0,1.0,1.0
2021-08-28 03:00,0.5722,1200074,26019041,1240192,1148392,0.0077,0.0,1.0,1.0,1.0
2021-08-28 03:00,0.8989,1200074,26019042,1989232,1328000,0.0173,1.0,0.0,0.0,0.0
2021-08-28 03:00,1.7267,1200073,26019001,19050944,67565552,0.0444,1.0,1.0,1.0,1.0
2021-08-28 03:00,20.8328,1200073,26019002,720189968,10627217096,1.7387,0.0,0.0,0.0,0.0
2021-08-28 03:00,3.6556,1200073,26019003,38910984,1076565208,0.1555,0.0,1.0,0.0,1.0
2021-08-28 03:00,22.2969,1200073,26019037,777001120,14537481616,1.318,0.0,0.0,0.0,0.0
2021-08-28 03:00,4.2506,1200073,26019038,93092200,1009764744,0.1755,0.0,0.0,0.0,1.0
2021-08-28 03:00,3.9258,1200073,26019039,112264368,610061384,0.1715,1.0,0.0,1.0,1.0
2021-08-28 03:00,6.14,1200073,26019046,167590984,1856735328,0.2182,1.0,1.0,1.0,1.0
2021-08-28 03:00,1.7192,1200073,26019047,12507336,33154408,0.0269,1.0,1.0,1.0,1.0
2021-08-28 03:00,0.0369,1200073,26019048,159864,162680,0.0006,1.0,1.0,1.0,1.0
2021-08-28 03:00,5.0447,1200073,26019054,417783840,4720976024,0.5019,0.0,0.0,0.0,0.0
2021-08-28 03:00,1.0614,1200073,26019055,132762032,1744374016,0.2727,0.0,0.0,0.0,0.0
2021-08-28 03:00,4.0064,1200073,26019056,211961120,665242256,0.2654,0.0,0.0,1.0,1.0
2021-08-28 03:00,0.0,1200073,26019051,0,0,0.0,0.0,0.0,0.0,0.0
2021-08-28 03:00,0.0,1200073,26019052,0,0,0.0,0.0,0.0,0.0,0.0
2021-08-28 03:00,0.0,1200073,26019053,0,0,0.0,0.0,0.0,0.0,0.0
2021-08-28 03:00,0.0,1200073,26019036,0,0,0.0,0.0,0.0,0.0,0.0
2021-08-28 03:00,0.0,1200073,26019045,0,0,0.0,0.0,0.0,0.0,0.0
2021-08-28 03:00,0.1522,1200075,26019049,11222368,66362128,0.0153,1.0,0.0,0.0,0.0
2021-08-28 03:00,1.3067,1200075,26019050,38843576,122641848,0.1304,0.0,0.0,0.0,0.0
2021-08-28 03:00,0.0644,1200075,26019029,11576952,54776584,0.0131,1.0,0.0,0.0,0.0
2021-08-28 03:00,1.8317,1200075,26019026,34123056,333431296,0.0835,1.0,1.0,1.0,1.0
2021-08-28 03:00,2.06,1200075,26019033,6254048,6544568,0.0093,1.0,1.0,1.0,1.0
2021-08-28 03:00,0.6061,1200075,26019034,3515616,50029016,0.0074,0.0,1.0,0.0,0.0
2021-08-28 03:00,1.12,1200075,26019035,1887136,2110568,0.0025,0.0,1.0,1.0,1.0
2021-08-28 03:00,3.8567,1200075,26019027,117922648,978073808,0.2167,1.0,1.0,1.0,1.0
2021-08-28 03:00,7.4194,1200075,26019028,323727200,3435226976,0.5116,0.0,0.0,0.0,0.0
2021-08-28 04:00,14.8947,1200071,26019014,399525472,8840227560,0.7779,1.0,1.0,0.0,1.0
2021-08-28 04:00,19.9522,1200071,26019015,449658976,6615538608,0.9359,0.0,0.0,0.0,0.0
2021-08-28 04:00,11.8606,1200071,26019016,394752920,7216268832,1.1338,0.0,0.0,0.0,0.0
2021-08-28 04:00,0.0453,1200071,26019023,123704,94632,0.0004,0.0,0.0,0.0,0.0
2021-08-28 04:00,0.4481,1200071,26019024,13832744,125662192,0.0284,0.0,0.0,0.0,0.0
2021-08-28 04:00,3.9856,1200071,26019010,74337960,665307848,0.12,0.0,1.0,1.0,1.0
2021-08-28 04:00,14.8092,1200071,26019011,788427360,12197291704,0.5745,0.0,0.0,0.0,0.0
2021-08-28 04:00,5.2828,1200071,26019012,83604200,1639901288,0.1711,1.0,1.0,1.0,1.0
2021-08-28 04:00,0.0903,1200071,26019013,1023152,7480288,0.002,1.0,1.0,1.0,1.0
2021-08-28 04:00,0.7511,1200071,26019057,40573784,2720368920,0.1219,0.0,0.0,0.0,0.0
2021-08-28 04:00,1.4142,1200071,26019058,72527728,373016928,0.1089,0.0,0.0,0.0,0.0
2021-08-28 04:00,0.0,1200071,26019009,0,0,0.0,0.0,0.0,0.0,0.0
2021-08-28 04:00,10.575,1200072,26019007,630791048,10785396224,1.1694,0.0,0.0,0.0,0.0
2021-08-28 04:00,5.3511,1200072,26019008,275614968,7393528592,0.6344,1.0,0.0,0.0,0.0
2021-08-28 04:00,2.8594,1200072,26019030,37271024,294748528,0.2126,1.0,1.0,1.0,0.0
2021-08-28 04:00,12.5911,1200072,26019031,217650552,2156408624,0.4502,1.0,1.0,1.0,1.0
2021-08-28 04:00,5.46,1200072,26019032,132806528,3249623688,0.296,0.0,0.0,0.0,0.0
2021-08-28 04:00,9.2314,1200072,26019004,440912984,6919670016,0.71,0.0,0.0,0.0,0.0
2021-08-28 04:00,8.6753,1200072,26019005,288479192,3411497560,0.361,1.0,0.0,0.0,1.0
2021-08-28 04:00,3.1636,1200072,26019006,260930840,11857771160,0.4396,0.0,0.0,0.0,0.0
2021-08-28 04:00,8.8775,1200072,26019021,211405392,5890217256,0.4263,0.0,1.0,0.0,1.0
2021-08-28 04:00,18.5208,1200072,26019022,2001229832,4588672720,1.0557,1.0,0.0,1.0,0.0
2021-08-28 04:00,0.0,1200072,26019020,0,0,0.0,1.0,1.0,1.0,1.0
2021-08-28 04:00,32.0333,1200072,26019025,1243467920,22076362640,1.2983,0.0,0.0,0.0,0.0
2021-08-28 04:00,21.2072,1200074,26019017,502556440,6055256520,1.0427,1.0,1.0,1.0,1.0
2021-08-28 04:00,6.4003,1200074,26019018,203836808,3528354840,0.4212,0.0,0.0,0.0,0.0
2021-08-28 04:00,5.4919,1200074,26019019,187568128,2756125408,0.2532,0.0,0.0,0.0,1.0
2021-08-28 04:00,0.6514,1200074,26019043,2135416,22657480,0.0129,0.0,0.0,0.0,0.0
2021-08-28 04:00,0.0133,1200074,26019044,10640,0,0.0,1.0,1.0,1.0,1.0
